user_id,trip_id
conductor_3094,1067_21_30
conductor_3095,1067_21_40
conductor_3096,1067_21_50
conductor_3097,1068_06_40
conductor_3098,1068_06_50
conductor_3099,1068_07_00
conductor_3100,1068_07_10
conductor_3101,1068_07_20
conductor_3102,1068_07_30
conductor_3103,1068_07_40
conductor_3104,1068_08_00
conductor_3105,1068_08_30
conductor_3106,1068_08_50
conductor_3107,1068_09_00
conductor_3108,1068_09_10
conductor_3109,1068_09_40
conductor_3110,1068_09_50
conductor_3111,1068_10_00
conductor_3112,1068_10_10
conductor_3113,1068_10_20
conductor_3114,1068_10_30
conductor_3115,1068_10_40
conductor_3116,1068_10_50
conductor_3117,1068_11_00
conductor_3118,1068_11_10
conductor_3119,1068_11_20
conductor_3120,1068_11_30
conductor_3121,1068_11_40
conductor_3122,1068_11_50
conductor_3123,1068_12_00
conductor_3124,1068_12_10
conductor_3125,1068_12_20
conductor_3126,1068_12_30
conductor_3127,1068_12_40
conductor_3128,1068_12_50
conductor_3129,1068_13_00
conductor_3130,1068_13_20
conductor_3131,1068_13_50
conductor_3132,1068_14_00
conductor_3133,1068_14_10
conductor_3134,1068_14_20
conductor_3135,1068_14_30
conductor_3136,1068_14_40
conductor_3137,1068_14_50
conductor_3138,1068_15_00
conductor_3139,1068_15_10
conductor_3140,1068_15_20
conductor_3141,1068_15_30
conductor_3142,1068_15_40
conductor_3143,1068_15_50
conductor_3144,1068_16_00
conductor_3145,1068_16_10
conductor_3146,1068_16_20
conductor_3147,1068_16_30
conductor_3148,1068_16_40
conductor_3149,1068_16_50
conductor_3150,1068_17_00
conductor_3151,1068_17_10
conductor_3152,1068_17_20
conductor_3153,1068_17_30
conductor_3154,1068_17_40
conductor_3155,1068_17_50
conductor_3156,1068_18_00
conductor_3157,1068_18_10
conductor_3158,1068_18_20
conductor_3159,1068_18_30
conductor_3160,1068_18_40
conductor_3161,1068_18_50
conductor_3162,1068_19_00
conductor_3163,1068_19_10
conductor_3164,1068_19_20
conductor_3165,1068_19_30
conductor_3166,1068_19_40
conductor_3167,1068_19_50
conductor_3168,1068_20_00
conductor_3169,1068_20_10
conductor_3170,1068_20_20
conductor_3171,1068_20_30
conductor_3172,1068_20_40
conductor_3173,1068_20_50
conductor_3174,1068_21_00
conductor_3175,1068_21_10
conductor_3176,1068_21_20
conductor_3177,1068_21_30
conductor_3178,1068_21_40
conductor_3179,1069_08_00
conductor_3180,1069_08_10
conductor_3181,1069_08_20
conductor_3182,1069_10_30
conductor_3183,1069_10_40
conductor_3184,1069_14_30
conductor_3185,1069_14_40
conductor_3186,1069_15_10
conductor_3187,1069_15_50
conductor_3188,1069_16_50
conductor_3189,106_07_10
conductor_3190,106_07_30
conductor_3191,106_07_50
conductor_3192,106_08_00
conductor_3193,106_08_30
conductor_3194,106_08_40
conductor_3195,106_08_50
conductor_3196,106_09_10
conductor_3197,106_09_40
conductor_3198,106_09_50
conductor_3199,106_10_30
conductor_3200,106_10_40
conductor_3201,106_10_50
conductor_3202,106_11_30
conductor_3203,106_11_40
conductor_3204,106_11_50
conductor_3205,106_12_00
conductor_3206,106_12_10
conductor_3207,106_12_50
conductor_3208,106_13_00
conductor_3209,106_13_10
conductor_3210,106_14_40
conductor_3211,106_14_50
conductor_3212,106_15_10
conductor_3213,106_15_20
conductor_3214,106_15_30
conductor_3215,106_16_00
conductor_3216,106_16_10
conductor_3217,106_16_20
conductor_3218,106_16_40
conductor_3219,106_16_50
conductor_3220,106_17_00
conductor_3221,106_17_10
conductor_3222,106_17_30
conductor_3223,106_17_40
conductor_3224,106_17_50
conductor_3225,106_18_00
conductor_3226,106_18_10
conductor_3227,106_18_20
conductor_3228,106_18_40
conductor_3229,106_18_50
conductor_3230,106_19_00
conductor_3231,106_19_20
conductor_3232,106_19_30
conductor_3233,106_19_40
conductor_3234,106_19_50
conductor_3235,106_20_00
conductor_3236,106_20_40
conductor_3237,1070_06_00
conductor_3238,1070_06_10
conductor_3239,1070_06_20
conductor_3240,1070_06_30
conductor_3241,1070_06_40
conductor_3242,1070_06_50
conductor_3243,1070_07_10
conductor_3244,1070_07_20
conductor_3245,1070_07_30
conductor_3246,1070_07_50
conductor_3247,1070_08_00
conductor_3248,1070_08_10
conductor_3249,1070_08_40
conductor_3250,1070_08_50
conductor_3251,1070_09_00
conductor_3252,1070_09_20
conductor_3253,1070_09_30
conductor_3254,1070_09_40
conductor_3255,1070_09_50
conductor_3256,1070_10_00
conductor_3257,1070_10_10
conductor_3258,1070_10_30
conductor_3259,1070_10_40
conductor_3260,1070_10_50
conductor_3261,1070_11_00
conductor_3262,1070_11_20
conductor_3263,1070_11_30
conductor_3264,1070_11_40
conductor_3265,1070_11_50
conductor_3266,1070_12_10
conductor_3267,1070_12_20
conductor_3268,1070_12_30
conductor_3269,1070_12_40
conductor_3270,1070_12_50
conductor_3271,1070_13_00
conductor_3272,1070_13_10
conductor_3273,1070_13_20
conductor_3274,1070_13_30
conductor_3275,1070_13_40
conductor_3276,1070_13_50
conductor_3277,1070_14_00
conductor_3278,1070_14_10
conductor_3279,1070_14_20
conductor_3280,1070_14_30
conductor_3281,1070_14_40
conductor_3282,1070_14_50
conductor_3283,1070_15_00
conductor_3284,1070_15_10
conductor_3285,1070_15_20
conductor_3286,1070_15_30
conductor_3287,1070_15_50
conductor_3288,1070_16_00
conductor_3289,1070_16_10
conductor_3290,1070_16_20
conductor_3291,1070_16_40
conductor_3292,1070_16_50
conductor_3293,1070_17_00
conductor_3294,1070_17_10
conductor_3295,1070_17_20
conductor_3296,1070_17_30
conductor_3297,1070_17_40
conductor_3298,1070_17_50
conductor_3299,1070_18_00
conductor_3300,1070_18_10
conductor_3301,1070_18_20
conductor_3302,1070_18_30
conductor_3303,1070_18_50
conductor_3304,1070_19_00
conductor_3305,1070_19_10
conductor_3306,1070_19_20
conductor_3307,1070_19_30
conductor_3308,1070_19_40
conductor_3309,1070_19_50
conductor_3310,1070_20_00
conductor_3311,1070_20_10
conductor_3312,1070_20_20
conductor_3313,1070_20_30
conductor_3314,1070_20_40
conductor_3315,1070_21_00
conductor_3316,1070_21_10
conductor_3317,1070_21_20
conductor_3318,1070_21_30
conductor_3319,1070_21_40
conductor_3320,1070_21_50
conductor_3321,1071_06_00
conductor_3322,1071_06_10
conductor_3323,1071_06_20
conductor_3324,1071_06_30
conductor_3325,1071_06_40
conductor_3326,1071_06_50
conductor_3327,1071_07_40
conductor_3328,1071_08_20
conductor_3329,1071_08_30
conductor_3330,1071_08_50
conductor_3331,1071_09_00
conductor_3332,1071_09_50
conductor_3333,1071_10_00
conductor_3334,1071_10_30
conductor_3335,1071_10_40
conductor_3336,1071_10_50
conductor_3337,1071_11_00
conductor_3338,1071_11_10
conductor_3339,1071_11_20
conductor_3340,1071_11_30
conductor_3341,1071_11_40
conductor_3342,1071_13_00
conductor_3343,1071_13_10
conductor_3344,1071_13_20
conductor_3345,1071_13_30
conductor_3346,1071_13_40
conductor_3347,1071_13_50
conductor_3348,1071_14_00
conductor_3349,1071_14_10
conductor_3350,1071_14_30
conductor_3351,1071_14_40
conductor_3352,1071_14_50
conductor_3353,1071_15_00
conductor_3354,1071_15_10
conductor_3355,1071_15_50
conductor_3356,1071_16_10
conductor_3357,1071_16_20
conductor_3358,1071_16_30
conductor_3359,1071_17_30
conductor_3360,1071_18_00
conductor_3361,1071_18_10
conductor_3362,1071_18_20
conductor_3363,1071_18_30
conductor_3364,1071_18_40
conductor_3365,1071_18_50
conductor_3366,1071_19_00
conductor_3367,1071_19_10
conductor_3368,1071_19_20
conductor_3369,1071_19_30
conductor_3370,1071_19_40
conductor_3371,1071_19_50
conductor_3372,1071_20_00
conductor_3373,1071_20_10
conductor_3374,1071_20_30
conductor_3375,1072_08_50
conductor_3376,1072_09_00
conductor_3377,1072_09_10
conductor_3378,1072_09_20
conductor_3379,1072_09_30
conductor_3380,1072_09_40
conductor_3381,1072_09_50
conductor_3382,1072_10_00
conductor_3383,1072_10_20
conductor_3384,1072_10_30
conductor_3385,1072_10_50
conductor_3386,1072_11_00
conductor_3387,1072_11_10
conductor_3388,1072_11_20
conductor_3389,1072_11_30
conductor_3390,1072_11_40
conductor_3391,1072_11_50
conductor_3392,1072_12_00
conductor_3393,1072_12_10
conductor_3394,1072_12_40
conductor_3395,1072_13_40
conductor_3396,1072_13_50
conductor_3397,1072_14_00
conductor_3398,1072_15_30
conductor_3399,1072_15_50
conductor_3400,1072_17_10
conductor_3401,1072_18_00
conductor_3402,1072_18_10
conductor_3403,1072_18_30
conductor_3404,1072_18_40
conductor_3405,1072_18_50
conductor_3406,1072_19_00
conductor_3407,1072_19_20
conductor_3408,1072_19_30
conductor_3409,1072_19_40
conductor_3410,1072_19_50
conductor_3411,1072_20_50
conductor_3412,1072_21_20
conductor_3413,1073_18_30
conductor_3414,1073_19_00
conductor_3415,1073_19_20
conductor_3416,1073_19_30
conductor_3417,1073_19_40
conductor_3418,1073_20_00
conductor_3419,1073_20_30
conductor_3420,1073_20_50
conductor_3421,1073_21_00
conductor_3422,1073_21_10
conductor_3423,1073_21_20
conductor_3424,1074_19_00
conductor_3425,1074_20_20
conductor_3426,1074_20_30
conductor_3427,1074_21_00
conductor_3428,1074_21_10
conductor_3429,1074_21_20
conductor_3430,1075_17_50
conductor_3431,1075_19_50
conductor_3432,1075_20_00
conductor_3433,1075_20_20
conductor_3434,1075_20_30
conductor_3435,1075_20_40
conductor_3436,1075_20_50
conductor_3437,1075_21_00
conductor_3438,1075_21_10
conductor_3439,1075_21_30
conductor_3440,1075_21_40
conductor_3441,1075_21_50
conductor_3442,1076_06_40
conductor_3443,1076_07_50
conductor_3444,1076_08_00
conductor_3445,1076_09_20
conductor_3446,1076_09_30
conductor_3447,1076_09_40
conductor_3448,1076_10_10
conductor_3449,1076_10_30
conductor_3450,1076_11_20
conductor_3451,1076_11_30
conductor_3452,1076_11_50
conductor_3453,1076_12_20
conductor_3454,1076_12_30
conductor_3455,1076_12_50
conductor_3456,1076_13_00
conductor_3457,1076_13_10
conductor_3458,1076_13_20
conductor_3459,1076_13_50
conductor_3460,1076_14_00
conductor_3461,1076_14_10
conductor_3462,1076_14_20
conductor_3463,1076_14_30
conductor_3464,1076_14_40
conductor_3465,1076_14_50
conductor_3466,1076_15_40
conductor_3467,1076_16_20
conductor_3468,1076_16_30
conductor_3469,1076_16_40
conductor_3470,1076_17_10
conductor_3471,1076_17_50
conductor_3472,1076_18_00
conductor_3473,1076_18_10
conductor_3474,1076_18_20
conductor_3475,1076_18_30
conductor_3476,1076_18_40
conductor_3477,1076_19_10
conductor_3478,1076_19_40
conductor_3479,1076_20_10
conductor_3480,1076_20_20
conductor_3481,1076_20_30
conductor_3482,1076_21_20
conductor_3483,1076_21_30
conductor_3484,1076_21_40
conductor_3485,1076_21_50
conductor_3486,1077_18_40
conductor_3487,1077_18_50
conductor_3488,1077_19_00
conductor_3489,1077_19_10
conductor_3490,1077_19_20
conductor_3491,1077_19_30
conductor_3492,1077_19_40
conductor_3493,1077_19_50
conductor_3494,1077_20_00
conductor_3495,1077_20_10
conductor_3496,1077_20_20
conductor_3497,1077_20_30
conductor_3498,1077_20_40
conductor_3499,1077_20_50
conductor_3500,1077_21_00
conductor_3501,1077_21_10
conductor_3502,1077_21_20
conductor_3503,1077_21_30
conductor_3504,1077_21_40
conductor_3505,1077_21_50
conductor_3506,1077_22_00
conductor_3507,1079_09_30
conductor_3508,1079_09_40
conductor_3509,1079_10_00
conductor_3510,1079_10_10
conductor_3511,1079_10_20
conductor_3512,1079_10_30
conductor_3513,1079_10_40
conductor_3514,1079_10_50
conductor_3515,1079_11_00
conductor_3516,1079_11_10
conductor_3517,1079_11_20
conductor_3518,1079_11_30
conductor_3519,1079_11_40
conductor_3520,1079_11_50
conductor_3521,1079_12_00
conductor_3522,1079_12_10
conductor_3523,1079_12_20
conductor_3524,1079_12_30
conductor_3525,1079_12_50
conductor_3526,1079_13_00
conductor_3527,1079_13_10
conductor_3528,1079_13_20
conductor_3529,1079_13_30
conductor_3530,1079_13_40
conductor_3531,1079_13_50
conductor_3532,1079_14_00
conductor_3533,1079_14_10
conductor_3534,1079_14_20
conductor_3535,1079_14_30
conductor_3536,1079_15_50
conductor_3537,1079_16_00
conductor_3538,1079_16_20
conductor_3539,1079_16_40
conductor_3540,1079_16_50
conductor_3541,1079_17_00
conductor_3542,1079_17_10
conductor_3543,1079_17_20
conductor_3544,1079_17_30
conductor_3545,1079_17_40
conductor_3546,1079_17_50
conductor_3547,1079_18_00
conductor_3548,1079_18_10
conductor_3549,1079_18_30
conductor_3550,1079_18_40
conductor_3551,1079_18_50
conductor_3552,1079_19_00
conductor_3553,1079_19_10
conductor_3554,1079_19_20
conductor_3555,1079_19_40
conductor_3556,1079_19_50
conductor_3557,1079_20_10
conductor_3558,1079_20_30
conductor_3559,1079_20_40
conductor_3560,1079_20_50
conductor_3561,1079_21_00
conductor_3562,1079_21_20
conductor_3563,107_13_40
conductor_3564,107_13_50
conductor_3565,107_14_00
conductor_3566,107_15_00
conductor_3567,107_15_40
conductor_3568,107_15_50
conductor_3569,107_16_00
conductor_3570,107_16_10
conductor_3571,107_16_30
conductor_3572,107_17_20
conductor_3573,1081_06_00
conductor_3574,1081_06_10
conductor_3575,1081_06_20
conductor_3576,1081_06_30
conductor_3577,1081_06_40
conductor_3578,1081_07_00
conductor_3579,1081_07_10
conductor_3580,1081_07_20
conductor_3581,1081_07_30
conductor_3582,1081_07_40
conductor_3583,1081_07_50
conductor_3584,1081_08_10
conductor_3585,1081_08_20
conductor_3586,1081_08_50
conductor_3587,1081_10_00
conductor_3588,1082_06_00
conductor_3589,1082_06_20
conductor_3590,1082_06_30
conductor_3591,1082_06_50
conductor_3592,1082_07_10
conductor_3593,1082_07_20
conductor_3594,1082_07_30
conductor_3595,1082_07_50
conductor_3596,1082_08_00
conductor_3597,1082_08_10
conductor_3598,1082_08_20
conductor_3599,1082_08_30
conductor_3600,1082_08_40
conductor_3601,1082_08_50
conductor_3602,1082_09_00
conductor_3603,1082_09_10
conductor_3604,1082_09_20
conductor_3605,1082_09_30
conductor_3606,1082_09_40
conductor_3607,1082_09_50
conductor_3608,1082_10_00
conductor_3609,1082_10_10
conductor_3610,1082_10_20
conductor_3611,1082_10_30
conductor_3612,1082_10_40
conductor_3613,1082_10_50
conductor_3614,1082_11_00
conductor_3615,1082_11_10
conductor_3616,1082_11_20
conductor_3617,1082_11_30
conductor_3618,1082_11_40
conductor_3619,1082_11_50
conductor_3620,1082_12_00
conductor_3621,1082_12_10
conductor_3622,1082_12_20
conductor_3623,1082_12_30
conductor_3624,1082_12_40
conductor_3625,1082_13_00
conductor_3626,1082_13_10
conductor_3627,1082_13_20
conductor_3628,1082_13_30
conductor_3629,1082_13_40
conductor_3630,1082_13_50
conductor_3631,1082_14_00
conductor_3632,1082_14_20
conductor_3633,1082_14_30
conductor_3634,1082_14_40
conductor_3635,1082_14_50
conductor_3636,1082_15_00
conductor_3637,1082_15_10
conductor_3638,1082_15_20
conductor_3639,1082_15_30
conductor_3640,1082_15_40
conductor_3641,1082_15_50
conductor_3642,1082_16_00
conductor_3643,1082_16_10
conductor_3644,1082_16_20
conductor_3645,1082_16_30
conductor_3646,1082_16_40
conductor_3647,1082_16_50
conductor_3648,1082_17_00
conductor_3649,1082_17_10
conductor_3650,1082_17_20
conductor_3651,1082_17_30
conductor_3652,1082_17_40
conductor_3653,1082_17_50
conductor_3654,1082_18_00
conductor_3655,1082_18_10
conductor_3656,1082_18_20
conductor_3657,1082_18_30
conductor_3658,1082_18_50
conductor_3659,1082_19_00
conductor_3660,1082_19_10
conductor_3661,1082_19_20
conductor_3662,1082_19_30
conductor_3663,1082_19_40
conductor_3664,1082_19_50
conductor_3665,1082_20_00
conductor_3666,1082_20_10
conductor_3667,1082_20_20
conductor_3668,1082_20_30
conductor_3669,1082_20_40
conductor_3670,1082_20_50
conductor_3671,1082_21_00
conductor_3672,1082_21_10
conductor_3673,1082_21_30
conductor_3674,1083_06_20
conductor_3675,1083_06_50
conductor_3676,1083_07_00
conductor_3677,1083_07_10
conductor_3678,1083_07_20
conductor_3679,1083_07_30
conductor_3680,1083_07_50
conductor_3681,1083_08_00
conductor_3682,1083_08_10
conductor_3683,1083_08_20
conductor_3684,1083_08_30
conductor_3685,1083_08_40
conductor_3686,1083_08_50
conductor_3687,1083_09_00
conductor_3688,1083_09_10
conductor_3689,1083_09_20
conductor_3690,1083_09_30
conductor_3691,1083_09_40
conductor_3692,1083_09_50
conductor_3693,1083_10_10
conductor_3694,1083_10_20
conductor_3695,1083_10_30
conductor_3696,1083_10_50
conductor_3697,1083_11_00
conductor_3698,1083_11_10
conductor_3699,1083_11_20
conductor_3700,1083_11_30
conductor_3701,1083_11_40
conductor_3702,1083_11_50
conductor_3703,1083_12_00
conductor_3704,1083_12_10
conductor_3705,1083_12_20
conductor_3706,1083_12_30
conductor_3707,1083_12_40
conductor_3708,1083_12_50
conductor_3709,1083_13_00
conductor_3710,1083_13_10
conductor_3711,1083_13_20
conductor_3712,1083_13_40
conductor_3713,1083_13_50
conductor_3714,1083_14_00
conductor_3715,1083_14_10
conductor_3716,1083_14_20
conductor_3717,1083_14_40
conductor_3718,1083_14_50
conductor_3719,1083_15_00
conductor_3720,1083_15_10
conductor_3721,1083_15_20
conductor_3722,1083_15_30
conductor_3723,1083_15_40
conductor_3724,1083_15_50
conductor_3725,1083_16_00
conductor_3726,1083_16_10
conductor_3727,1083_16_30
conductor_3728,1083_16_40
conductor_3729,1083_16_50
conductor_3730,1083_17_00
conductor_3731,1083_17_10
conductor_3732,1083_17_20
conductor_3733,1083_17_30
conductor_3734,1083_17_40
conductor_3735,1083_17_50
conductor_3736,1083_18_00
conductor_3737,1083_18_10
conductor_3738,1083_18_30
conductor_3739,1083_18_40
conductor_3740,1083_18_50
conductor_3741,1083_19_00
conductor_3742,1083_19_10
conductor_3743,1083_19_20
conductor_3744,1083_19_30
conductor_3745,1083_19_40
conductor_3746,1083_19_50
conductor_3747,1083_20_00
conductor_3748,1083_20_10
conductor_3749,1083_20_20
conductor_3750,1083_20_30
conductor_3751,1083_20_40
conductor_3752,1083_20_50
conductor_3753,1083_21_00
conductor_3754,1083_21_10
conductor_3755,1083_21_20
conductor_3756,1083_21_30
conductor_3757,1083_21_40
conductor_3758,1083_21_50
conductor_3759,1084_19_40
conductor_3760,1084_19_50
conductor_3761,1084_20_00
conductor_3762,1084_20_10
conductor_3763,1084_20_20
conductor_3764,1084_20_30
conductor_3765,1084_20_40
conductor_3766,1084_20_50
conductor_3767,1084_21_00
conductor_3768,1084_21_10
conductor_3769,1084_21_20
conductor_3770,1084_21_30
conductor_3771,1084_21_40
conductor_3772,1084_21_50
conductor_3773,1085_06_00
conductor_3774,1085_06_10
conductor_3775,1085_06_20
conductor_3776,1085_06_30
conductor_3777,1085_06_40
conductor_3778,1085_06_50
conductor_3779,1085_07_10
conductor_3780,1085_07_20
conductor_3781,1085_07_40
conductor_3782,1085_07_50
conductor_3783,1085_08_00
conductor_3784,1085_08_10
conductor_3785,1085_08_20
conductor_3786,1085_08_30
conductor_3787,1085_08_40
conductor_3788,1085_08_50
conductor_3789,1085_09_00
conductor_3790,1085_09_10
conductor_3791,1085_09_20
conductor_3792,1085_09_30
conductor_3793,1085_09_40
conductor_3794,1085_09_50
conductor_3795,1085_10_00
conductor_3796,1085_10_10
conductor_3797,1085_10_20
conductor_3798,1085_10_30
conductor_3799,1085_10_40
conductor_3800,1085_10_50
conductor_3801,1085_11_00
conductor_3802,1085_11_10
conductor_3803,1085_11_20
conductor_3804,1085_11_30
conductor_3805,1085_11_40
conductor_3806,1085_11_50
conductor_3807,1085_12_00
conductor_3808,1085_12_10
conductor_3809,1085_12_20
conductor_3810,1085_12_30
conductor_3811,1085_12_40
conductor_3812,1085_12_50
conductor_3813,1085_13_00
conductor_3814,1085_13_10
conductor_3815,1085_13_20
conductor_3816,1085_13_30
conductor_3817,1085_13_40
conductor_3818,1085_13_50
conductor_3819,1085_14_00
conductor_3820,1085_14_10
conductor_3821,1085_14_20
conductor_3822,1085_14_30
conductor_3823,1085_14_40
conductor_3824,1085_14_50
conductor_3825,1085_15_00
conductor_3826,1085_15_10
conductor_3827,1085_15_20
conductor_3828,1085_15_30
conductor_3829,1085_15_40
conductor_3830,1085_15_50
conductor_3831,1085_16_00
conductor_3832,1085_16_10
conductor_3833,1085_16_20
conductor_3834,1085_16_30
conductor_3835,1085_16_40
conductor_3836,1085_16_50
conductor_3837,1085_17_00
conductor_3838,1085_17_10
conductor_3839,1085_17_20
conductor_3840,1085_17_30
conductor_3841,1085_17_40
conductor_3842,1085_17_50
conductor_3843,1085_18_00
conductor_3844,1085_18_20
conductor_3845,1085_18_30
conductor_3846,1085_18_40
conductor_3847,1085_18_50
conductor_3848,1085_19_00
conductor_3849,1085_19_10
conductor_3850,1085_19_20
conductor_3851,1085_19_30
conductor_3852,1085_19_40
conductor_3853,1085_19_50
conductor_3854,1085_20_00
conductor_3855,1085_20_10
conductor_3856,1085_20_20
conductor_3857,1085_20_30
conductor_3858,1085_20_40
conductor_3859,1085_20_50
conductor_3860,1085_21_00
conductor_3861,1085_21_10
conductor_3862,1085_21_20
conductor_3863,1085_21_30
conductor_3864,1085_21_40
conductor_3865,1087_17_40
conductor_3866,1087_17_50
conductor_3867,1087_18_20
conductor_3868,1088_19_00
conductor_3869,1088_19_10
conductor_3870,1088_19_20
conductor_3871,1088_19_30
conductor_3872,1088_19_40
conductor_3873,1088_19_50
conductor_3874,1088_20_00
conductor_3875,1088_20_10
conductor_3876,1088_20_20
conductor_3877,1088_20_30
conductor_3878,1088_20_40
conductor_3879,1088_21_00
conductor_3880,1088_21_10
conductor_3881,1088_21_20
conductor_3882,1088_21_30
conductor_3883,1088_21_40
conductor_3884,1088_21_50
conductor_3885,1089_06_00
conductor_3886,1089_06_10
conductor_3887,1089_06_20
conductor_3888,1089_06_30
conductor_3889,1089_06_40
conductor_3890,1089_06_50
conductor_3891,1089_07_00
conductor_3892,1089_07_10
conductor_3893,1089_07_20
conductor_3894,1089_07_30
conductor_3895,1089_07_40
conductor_3896,1089_08_20
conductor_3897,108_06_10
conductor_3898,108_06_20
conductor_3899,108_06_40
conductor_3900,108_07_10
conductor_3901,108_07_20
conductor_3902,108_07_40
conductor_3903,108_07_50
conductor_3904,108_08_00
conductor_3905,108_08_10
conductor_3906,108_08_20
conductor_3907,108_09_00
conductor_3908,108_09_30
conductor_3909,108_09_40
conductor_3910,108_09_50
conductor_3911,108_10_00
conductor_3912,108_10_10
conductor_3913,108_10_20
conductor_3914,108_10_30
conductor_3915,108_11_10
conductor_3916,108_11_20
conductor_3917,108_11_30
conductor_3918,108_11_50
conductor_3919,108_12_00
conductor_3920,108_12_10
conductor_3921,108_12_30
conductor_3922,108_13_20
conductor_3923,108_13_40
conductor_3924,108_14_00
conductor_3925,108_14_10
conductor_3926,108_14_20
conductor_3927,108_14_40
conductor_3928,108_14_50
conductor_3929,108_15_00
conductor_3930,108_15_10
conductor_3931,108_15_20
conductor_3932,108_15_30
conductor_3933,108_15_40
conductor_3934,108_15_50
conductor_3935,108_16_00
conductor_3936,108_16_10
conductor_3937,108_16_30
conductor_3938,108_16_50
conductor_3939,108_17_40
conductor_3940,108_17_50
conductor_3941,108_18_00
conductor_3942,108_18_20
conductor_3943,108_18_30
conductor_3944,108_18_50
conductor_3945,108_19_00
conductor_3946,108_19_10
conductor_3947,108_19_30
conductor_3948,108_19_50
conductor_3949,108_20_10
conductor_3950,108_20_20
conductor_3951,108_20_30
conductor_3952,108_20_40
conductor_3953,108_20_50
conductor_3954,108_21_40
conductor_3955,1090_13_00
conductor_3956,1090_13_10
conductor_3957,1090_13_40
conductor_3958,1090_13_50
conductor_3959,1090_14_00
conductor_3960,1090_14_10
conductor_3961,1090_14_20
conductor_3962,1090_15_00
conductor_3963,1090_15_10
conductor_3964,1090_15_30
conductor_3965,1090_15_40
conductor_3966,1090_16_10
conductor_3967,1090_16_30
conductor_3968,1090_16_40
conductor_3969,1090_16_50
conductor_3970,1090_17_00
conductor_3971,1090_17_40
conductor_3972,1091_06_00
conductor_3973,1091_06_10
conductor_3974,1091_06_20
conductor_3975,1091_06_30
conductor_3976,1091_06_40
conductor_3977,1091_06_50
conductor_3978,1091_07_00
conductor_3979,1091_07_10
conductor_3980,1091_07_30
conductor_3981,1091_07_40
conductor_3982,1091_07_50
conductor_3983,1091_08_00
conductor_3984,1091_08_10
conductor_3985,1091_08_30
conductor_3986,1091_09_00
conductor_3987,1091_09_10
conductor_3988,1092_06_00
conductor_3989,1092_06_30
conductor_3990,1092_06_40
conductor_3991,1092_07_30
conductor_3992,1092_07_50
conductor_3993,1092_08_10
conductor_3994,1092_08_20
conductor_3995,1092_08_30
conductor_3996,1092_08_40
conductor_3997,1092_09_10
conductor_3998,1092_09_20
conductor_3999,1092_09_30
conductor_4000,1092_09_40
conductor_4001,1092_09_50
conductor_4002,1092_10_00
conductor_4003,1092_10_10
conductor_4004,1092_10_20
conductor_4005,1092_10_40
conductor_4006,1092_10_50
conductor_4007,1092_11_00
conductor_4008,1092_11_10
conductor_4009,1092_11_20
conductor_4010,1092_11_30
conductor_4011,1092_11_40
conductor_4012,1092_11_50
conductor_4013,1092_12_00
conductor_4014,1092_12_10
conductor_4015,1092_12_20
conductor_4016,1092_12_30
conductor_4017,1092_12_40
conductor_4018,1092_12_50
conductor_4019,1092_13_00
conductor_4020,1092_13_10
conductor_4021,1092_13_20
conductor_4022,1092_13_30
conductor_4023,1092_13_40
conductor_4024,1092_13_50
conductor_4025,1092_14_00
conductor_4026,1092_14_10
conductor_4027,1092_14_20
conductor_4028,1092_14_30
conductor_4029,1092_15_00
conductor_4030,1092_15_10
conductor_4031,1092_15_20
conductor_4032,1092_15_30
conductor_4033,1092_15_50
conductor_4034,1092_16_10
conductor_4035,1092_16_20
conductor_4036,1092_16_30
conductor_4037,1092_16_50
conductor_4038,1092_17_00
conductor_4039,1092_17_10
conductor_4040,1092_17_20
conductor_4041,1092_17_30
conductor_4042,1092_17_40
conductor_4043,1092_17_50
conductor_4044,1092_18_00
conductor_4045,1092_18_10
conductor_4046,1092_18_20
conductor_4047,1092_18_30
conductor_4048,1092_18_40
conductor_4049,1092_18_50
conductor_4050,1092_19_00
conductor_4051,1092_19_10
conductor_4052,1092_19_20
conductor_4053,1092_19_30
conductor_4054,1092_19_40
conductor_4055,1092_19_50
conductor_4056,1092_20_00
conductor_4057,1092_20_10
conductor_4058,1092_20_20
conductor_4059,1092_20_30
conductor_4060,1092_20_40
conductor_4061,1092_20_50
conductor_4062,1092_21_00
conductor_4063,1092_21_10
conductor_4064,1092_21_20
conductor_4065,1092_21_30
conductor_4066,1092_21_40
conductor_4067,1092_21_50
conductor_4068,1093_19_50
conductor_4069,1093_20_00
conductor_4070,1093_20_30
conductor_4071,1093_20_40
conductor_4072,1093_20_50
conductor_4073,1093_21_00
conductor_4074,1093_21_10
conductor_4075,1093_21_20
conductor_4076,1093_21_30
conductor_4077,1093_21_40
conductor_4078,1093_21_50
conductor_4079,1093_22_00
conductor_4080,1094_06_00
conductor_4081,1094_06_10
conductor_4082,1094_06_20
conductor_4083,1094_06_30
conductor_4084,1094_06_40
conductor_4085,1094_06_50
conductor_4086,1094_07_00
conductor_4087,1094_07_10
conductor_4088,1094_07_20
conductor_4089,1094_07_30
conductor_4090,1094_07_40
conductor_4091,1094_07_50
conductor_4092,1094_08_00
conductor_4093,1094_08_10
conductor_4094,1094_08_20
conductor_4095,1094_08_30
conductor_4096,1094_08_40
conductor_4097,1094_08_50
conductor_4098,1094_09_00
conductor_4099,1094_09_10
conductor_4100,1094_09_20
